tensor_name,bits,torch_equal,mae,rmse,max_error,mean_relative_error,cosine_similarity,num_elements
model.layers.2.linear_attn.in_proj_z.weight,8,False,0.0012115574209019542,0.0018840503180399537,0.025390625,0.08320605009794235,0.9986751079559326,2097152
model.layers.2.linear_attn.in_proj_b.weight,8,False,0.0011008474975824356,0.0017940778052434325,0.025390625,0.08296284079551697,0.9984738826751709,16384
model.layers.2.linear_attn.in_proj_a.weight,8,False,0.0017104478320106864,0.0026353278663009405,0.0302734375,0.08314149081707001,0.9985172748565674,16384
model.layers.2.mlp.gate_proj.weight,8,False,0.0010418550809845328,0.001569002983160317,0.02734375,0.08334232121706009,0.9989182353019714,3670016
model.layers.2.mlp.up_proj.weight,8,False,0.000529774755705148,0.0007878433098085225,0.0146484375,0.08422549068927765,0.9989284873008728,3670016
model.layers.2.mlp.down_proj.weight,8,False,0.0005272175767458975,0.0007958263740874827,0.0302734375,0.08442109823226929,0.9988775253295898,3670016
model.layers.2.input_layernorm.weight,8,False,0.030803799629211426,0.038229070603847504,0.12109375,0.07032948732376099,0.9987349510192871,1024
model.layers.2.post_attention_layernorm.weight,8,False,0.02732895314693451,0.0318455807864666,0.0703125,0.10328637063503265,0.998387336730957,1024
model.layers.3.self_attn.q_proj.weight,8,False,0.0011877227807417512,0.001907419878989458,0.0302734375,0.08336906135082245,0.9990171790122986,4194304
model.layers.3.self_attn.k_proj.weight,8,False,0.0007697163382545114,0.0011959075927734375,0.01513671875,0.08364208042621613,0.9985237717628479,524288
model.layers.3.self_attn.v_proj.weight,8,False,0.0007948903948999941,0.0012286716373637319,0.01513671875,0.08367497473955154,0.9985123872756958,524288
model.layers.3.self_attn.o_proj.weight,8,False,0.0007578816148452461,0.001173114636912942,0.02734375,0.08399952948093414,0.9986720085144043,2097152
model.layers.3.self_attn.q_norm.weight,8,False,0.03635299205780029,0.04844789579510689,0.2265625,0.0821591168642044,0.998153567314148,256
model.layers.3.self_attn.k_norm.weight,8,False,0.036325931549072266,0.047096144407987595,0.1328125,0.08427503705024719,0.9982566237449646,256
model.layers.3.mlp.gate_proj.weight,8,False,0.0010361156892031431,0.0015750558814033866,0.0244140625,0.08337240666151047,0.9990279078483582,3670016
model.layers.3.mlp.up_proj.weight,8,False,0.0005203765467740595,0.0007744038593955338,0.007568359375,0.08438307046890259,0.9989389181137085,3670016
model.layers.3.mlp.down_proj.weight,8,False,0.0005151402438059449,0.0007805150235071778,0.0263671875,0.08455003798007965,0.9988862872123718,3670016
model.layers.3.input_layernorm.weight,8,False,0.029661014676094055,0.03462524712085724,0.08984375,0.08640081435441971,0.9987085461616516,1024
model.layers.3.post_attention_layernorm.weight,8,False,0.02278924733400345,0.027726594358682632,0.060546875,0.09357714653015137,0.9984827041625977,1024
model.layers.4.linear_attn.dt_bias,8,False,0.2064056396484375,0.2784721851348877,0.53125,0.06961650401353836,0.999476432800293,16
model.layers.4.linear_attn.A_log,8,False,0.107696533203125,0.16083721816539764,0.484375,0.09307015687227249,0.9983444213867188,16
model.layers.4.linear_attn.conv1d.weight,8,False,0.003976565320044756,0.009889919310808182,0.12109375,0.08663313835859299,0.9985280632972717,24576
model.layers.4.linear_attn.norm.weight,8,False,0.062896728515625,0.07420708239078522,0.123046875,0.07270807772874832,0.998850405216217,128
model.layers.4.linear_attn.out_proj.weight,8,False,0.0007249752525240183,0.0011287700617685914,0.029296875,0.08409217745065689,0.9986910223960876,2097152
model.layers.4.linear_attn.in_proj_qkv.weight,8,False,0.001158533152192831,0.0018219600897282362,0.04296875,0.08329007774591446,0.9992114305496216,6291456
model.layers.4.linear_attn.in_proj_z.weight,8,False,0.00109442591201514,0.0017305118963122368,0.0185546875,0.08344755321741104,0.9986855983734131,2097152
model.layers.4.linear_attn.in_proj_b.weight,8,False,0.000916172401048243,0.0014521442353725433,0.0146484375,0.08341281861066818,0.9985418915748596,16384
model.layers.4.linear_attn.in_proj_a.weight,8,False,0.0016954070888459682,0.00260056066326797,0.015625,0.08354891836643219,0.9984821677207947,16384
model.layers.4.mlp.gate_proj.weight,8,False,0.0009901629528030753,0.0015025186585262418,0.029296875,0.08345258235931396,0.9989913702011108,3670016
model.layers.4.mlp.up_proj.weight,8,False,0.000525795912835747,0.0007852775161154568,0.01318359375,0.0842919871211052,0.998944103717804,3670016
model.layers.4.mlp.down_proj.weight,8,False,0.0005173968966118991,0.0007857066229917109,0.02734375,0.08455129712820053,0.9988870620727539,3670016
model.layers.4.input_layernorm.weight,8,False,0.033352285623550415,0.04112844541668892,0.12109375,0.06819265335798264,0.9988678097724915,1024
model.layers.4.post_attention_layernorm.weight,8,False,0.020394204184412956,0.024474188685417175,0.060546875,0.08740583062171936,0.998771071434021,1024
model.layers.5.linear_attn.dt_bias,8,False,0.22222900390625,0.2841286063194275,0.5,0.07884193956851959,0.9989877939224243,16
model.layers.5.linear_attn.A_log,8,False,0.084808349609375,0.10560944676399231,0.1875,0.07376858592033386,0.9995372891426086,16
model.layers.5.linear_attn.conv1d.weight,8,False,0.0032370665576308966,0.008130435831844807,0.1484375,0.0858522355556488,0.9985530376434326,24576
model.layers.5.linear_attn.norm.weight,8,False,0.061786651611328125,0.07232512533664703,0.1240234375,0.06692598015069962,0.9990638494491577,128
model.layers.5.linear_attn.out_proj.weight,8,False,0.0007340278243646026,0.0011373439338058233,0.01953125,0.08412282913923264,0.9986798167228699,2097152
model.layers.5.linear_attn.in_proj_qkv.weight,8,False,0.001096982043236494,0.0017120487755164504,0.0302734375,0.08331873267889023,0.9993212819099426,6291456
model.layers.5.linear_attn.in_proj_z.weight,8,False,0.0010241226991638541,0.0015920816222205758,0.0302734375,0.08343985676765442,0.9986098408699036,2097152
model.layers.5.linear_attn.in_proj_b.weight,8,False,0.0009298044024035335,0.0014581388095393777,0.0224609375,0.08401469886302948,0.9985184669494629,16384
model.layers.5.linear_attn.in_proj_a.weight,8,False,0.001506745582446456,0.002309659495949745,0.0224609375,0.08298669755458832,0.9985123872756958,16384
model.layers.5.mlp.gate_proj.weight,8,False,0.0009240088984370232,0.0014083749847486615,0.0263671875,0.0835033655166626,0.9989601969718933,3670016
model.layers.5.mlp.up_proj.weight,8,False,0.000535527360625565,0.0008019279921427369,0.007568359375,0.08433282375335693,0.9989380836486816,3670016
model.layers.5.mlp.down_proj.weight,8,False,0.0005228226655162871,0.0007972708554007113,0.02734375,0.08454502373933792,0.9988815784454346,3670016
model.layers.5.input_layernorm.weight,8,False,0.030550364404916763,0.036867380142211914,0.12109375,0.07016532868146896,0.9990891814231873,1024
model.layers.5.post_attention_layernorm.weight,8,False,0.019842136651277542,0.024201033636927605,0.060546875,0.0868748128414154,0.9985380172729492,1024
model.layers.6.linear_attn.dt_bias,8,False,0.149505615234375,0.2719874680042267,0.96875,0.07284648716449738,0.9975675344467163,16
model.layers.6.linear_attn.A_log,8,False,0.10107421875,0.15554498136043549,0.453125,0.08771947771310806,0.9984161257743835,16
model.layers.6.linear_attn.conv1d.weight,8,False,0.0028168335556983948,0.007413689978420734,0.11328125,0.08598977327346802,0.9985613226890564,24576
model.layers.6.linear_attn.norm.weight,8,False,0.05991363525390625,0.07171308994293213,0.142578125,0.0625261664390564,0.9990302324295044,128
model.layers.6.linear_attn.out_proj.weight,8,False,0.000748204649426043,0.0011623387690633535,0.02734375,0.08397328108549118,0.998658299446106,2097152
model.layers.6.linear_attn.in_proj_qkv.weight,8,False,0.0010539350332692266,0.0016427281079813838,0.0302734375,0.0833464190363884,0.9993624687194824,6291456
model.layers.6.linear_attn.in_proj_z.weight,8,False,0.0009916963754221797,0.0015435637906193733,0.029296875,0.08353416621685028,0.9986193776130676,2097152
model.layers.6.linear_attn.in_proj_b.weight,8,False,0.0010451660491526127,0.0016512691508978605,0.0185546875,0.0834493562579155,0.9985194206237793,16384
model.layers.6.linear_attn.in_proj_a.weight,8,False,0.0014376579783856869,0.002190376166254282,0.01513671875,0.08370794355869293,0.998478353023529,16384
model.layers.6.mlp.gate_proj.weight,8,False,0.0008571183425374329,0.001335530774667859,0.0302734375,0.08364134281873703,0.9988865852355957,3670016
model.layers.6.mlp.up_proj.weight,8,False,0.0005351415020413697,0.0008074074285104871,0.01318359375,0.08431405574083328,0.9989586472511292,3670016
model.layers.6.mlp.down_proj.weight,8,False,0.0005148757481947541,0.0007909405394457281,0.0146484375,0.08460503071546555,0.9988740682601929,3670016
model.layers.6.input_layernorm.weight,8,False,0.02978045493364334,0.03603360429406166,0.11328125,0.07767952233552933,0.9987967014312744,1024
model.layers.6.post_attention_layernorm.weight,8,False,0.01358189806342125,0.016834167763590813,0.060546875,0.07627120614051819,0.9988256692886353,1024
model.layers.7.self_attn.q_proj.weight,8,False,0.0009284898405894637,0.001483448431827128,0.0302734375,0.08366130292415619,0.9989956021308899,4194304
model.layers.7.self_attn.k_proj.weight,8,False,0.0006640852661803365,0.0010199499083682895,0.0126953125,0.08398684859275818,0.9985188245773315,524288
model.layers.7.self_attn.v_proj.weight,8,False,0.0007222809363156557,0.0011416550260037184,0.01513671875,0.08412216603755951,0.9985251426696777,524288
model.layers.7.self_attn.o_proj.weight,8,False,0.0006880937144160271,0.0010779747972264886,0.029296875,0.08429273217916489,0.9986457228660583,2097152
model.layers.7.self_attn.q_norm.weight,8,False,0.04325675964355469,0.0526132695376873,0.12109375,0.08412761241197586,0.9983636140823364,256
model.layers.7.self_attn.k_norm.weight,8,False,0.04134726524353027,0.05034750699996948,0.1171875,0.0827101543545723,0.9985429644584656,256
model.layers.7.mlp.gate_proj.weight,8,False,0.0007839673780836165,0.0012029651552438736,0.0244140625,0.08376700431108475,0.9987862706184387,3670016
model.layers.7.mlp.up_proj.weight,8,False,0.0005415006307885051,0.0008148453780449927,0.013671875,0.08425458520650864,0.9989789724349976,3670016
model.layers.7.mlp.down_proj.weight,8,False,0.0005173634854145348,0.0007951368461363018,0.0302734375,0.08459114283323288,0.9988664388656616,3670016
model.layers.7.input_layernorm.weight,8,False,0.012555181980133057,0.01589900627732277,0.05859375,0.08143322914838791,0.9984302520751953,1024
model.layers.7.post_attention_layernorm.weight,8,False,0.014818761497735977,0.018213976174592972,0.060546875,0.0784429982304573,0.9987990260124207,1024
model.layers.8.linear_attn.dt_bias,8,False,0.1673583984375,0.26477161049842834,0.6875,0.07833380997180939,0.9985893964767456,16
model.layers.8.linear_attn.A_log,8,False,0.10491943359375,0.13838811218738556,0.296875,0.084709532558918,0.9987094402313232,16
model.layers.8.linear_attn.conv1d.weight,8,False,0.002790815196931362,0.007176525425165892,0.12109375,0.0858052670955658,0.9985615015029907,24576
model.layers.8.linear_attn.norm.weight,8,False,0.064483642578125,0.0746283307671547,0.15234375,0.06501166522502899,0.9992047548294067,128
model.layers.8.linear_attn.out_proj.weight,8,False,0.000705851532984525,0.001105589559301734,0.0302734375,0.08425810188055038,0.9986501336097717,2097152
model.layers.8.linear_attn.in_proj_qkv.weight,8,False,0.0010477870237082243,0.0016459026373922825,0.0302734375,0.08340092748403549,0.9993969798088074,6291456
model.layers.8.linear_attn.in_proj_z.weight,8,False,0.0009102702606469393,0.0014259282033890486,0.041015625,0.08350985497236252,0.998646080493927,2097152
model.layers.8.linear_attn.in_proj_b.weight,8,False,0.0008699108730070293,0.0013620825484395027,0.01220703125,0.08318226784467697,0.9984862208366394,16384
model.layers.8.linear_attn.in_proj_a.weight,8,False,0.0014381750952452421,0.0022091956343501806,0.025390625,0.08309420198202133,0.9985166192054749,16384
model.layers.8.mlp.gate_proj.weight,8,False,0.0007278383709490299,0.0011192932724952698,0.01513671875,0.08387380093336105,0.9988487958908081,3670016
model.layers.8.mlp.up_proj.weight,8,False,0.000535165483597666,0.0008066789014264941,0.0146484375,0.08429177850484848,0.9989563226699829,3670016
model.layers.8.mlp.down_proj.weight,8,False,0.000505910546053201,0.0007769808871671557,0.0263671875,0.0846586674451828,0.9988657236099243,3670016
model.layers.8.input_layernorm.weight,8,False,0.030071064829826355,0.03609011322259903,0.11328125,0.0739571750164032,0.9989678859710693,1024
model.layers.8.post_attention_layernorm.weight,8,False,0.014545992016792297,0.01867077313363552,0.05859375,0.07726772129535675,0.9987102150917053,1024
model.layers.9.linear_attn.dt_bias,8,False,0.24609375,0.2984768748283386,0.71875,0.09210555255413055,0.9990918040275574,16
model.layers.9.linear_attn.A_log,8,False,0.15455055236816406,0.20843833684921265,0.453125,0.09006107598543167,0.9973189830780029,16
model.layers.9.linear_attn.conv1d.weight,8,False,0.0025107881519943476,0.006546647287905216,0.1171875,0.08654793351888657,0.998505711555481,24576
model.layers.9.linear_attn.norm.weight,8,False,0.061733245849609375,0.07250566780567169,0.1943359375,0.06063536927103996,0.9992373585700989,128
model.layers.9.linear_attn.out_proj.weight,8,False,0.0006860696012154222,0.001085831318050623,0.021484375,0.08433778584003448,0.9986391067504883,2097152
model.layers.9.linear_attn.in_proj_qkv.weight,8,False,0.0010005730437114835,0.0015669995918869972,0.0302734375,0.08345820754766464,0.9994337558746338,6291456
model.layers.9.linear_attn.in_proj_z.weight,8,False,0.000899254169780761,0.001405108254402876,0.0302734375,0.08358079195022583,0.9986371994018555,2097152
model.layers.9.linear_attn.in_proj_b.weight,8,False,0.001126233721151948,0.001766227069310844,0.017578125,0.0831088051199913,0.9984842538833618,16384
model.layers.9.linear_attn.in_proj_a.weight,8,False,0.0016072707949206233,0.0024966434575617313,0.0283203125,0.0831766352057457,0.9984953999519348,16384
model.layers.9.mlp.gate_proj.weight,8,False,0.0006666602566838264,0.0010282640578225255,0.0234375,0.08395902067422867,0.9989063143730164,3670016
model.layers.9.mlp.up_proj.weight,8,False,0.0005389816360548139,0.0008137115510180593,0.01416015625,0.0843050479888916,0.9989426136016846,3670016
model.layers.9.mlp.down_proj.weight,8,False,0.0005069812759757042,0.0007837439188733697,0.0263671875,0.084622822701931,0.9988566040992737,3670016
model.layers.9.input_layernorm.weight,8,False,0.03271913528442383,0.04035331308841705,0.12109375,0.08018144965171814,0.9986440539360046,1024
model.layers.9.post_attention_layernorm.weight,8,False,0.013536936603486538,0.017694110050797462,0.060546875,0.07726321369409561,0.9988176822662354,1024
model.layers.10.linear_attn.dt_bias,8,False,0.14111328125,0.2565591633319855,0.90625,0.05177648738026619,0.9976106882095337,16
model.layers.10.linear_attn.A_log,8,False,0.1024169921875,0.12261693924665451,0.2109375,0.07871316373348236,0.9988129734992981,16
model.layers.10.linear_attn.conv1d.weight,8,False,0.0025163048412650824,0.006554453633725643,0.12109375,0.08610659837722778,0.9985615015029907,24576
model.layers.10.linear_attn.norm.weight,8,False,0.06398773193359375,0.07174386084079742,0.1591796875,0.06111998111009598,0.9994871616363525,128
model.layers.10.linear_attn.out_proj.weight,8,False,0.0007169218151830137,0.0011240278836339712,0.029296875,0.08415506780147552,0.9986463785171509,2097152
model.layers.10.linear_attn.in_proj_qkv.weight,8,False,0.0010052664438262582,0.0015914012910798192,0.0302734375,0.08345278352499008,0.9994460940361023,6291456
model.layers.10.linear_attn.in_proj_z.weight,8,False,0.0008662836044095457,0.0013339999131858349,0.0302734375,0.08356806635856628,0.9986447095870972,2097152
model.layers.10.linear_attn.in_proj_b.weight,8,False,0.0011190272634848952,0.001733986078761518,0.021484375,0.08321388810873032,0.9985259175300598,16384
model.layers.10.linear_attn.in_proj_a.weight,8,False,0.0015227990224957466,0.0023571085184812546,0.02734375,0.0826249048113823,0.9984409809112549,16384
model.layers.10.mlp.gate_proj.weight,8,False,0.0006744717829860747,0.0010674293152987957,0.021484375,0.08400274813175201,0.9988865256309509,3670016
model.layers.10.mlp.up_proj.weight,8,False,0.000531884259544313,0.0008034509955905378,0.0126953125,0.08438140898942947,0.9989472031593323,3670016
model.layers.10.mlp.down_proj.weight,8,False,0.000499529589433223,0.0007682063151150942,0.01513671875,0.08470018953084946,0.9988694787025452,3670016
model.layers.10.input_layernorm.weight,8,False,0.02721133828163147,0.03342237323522568,0.1171875,0.07788295298814774,0.9988013505935669,1024
model.layers.10.post_attention_layernorm.weight,8,False,0.012356305494904518,0.01691381447017193,0.060546875,0.08211957663297653,0.9984301924705505,1024
model.layers.11.self_attn.q_proj.weight,8,False,0.0008713013958185911,0.0013618171215057373,0.0302734375,0.08361294865608215,0.9990614652633667,4194304
model.layers.11.self_attn.k_proj.weight,8,False,0.0007114775362424552,0.0011258461745455861,0.01513671875,0.08409304171800613,0.9985171556472778,524288
model.layers.11.self_attn.v_proj.weight,8,False,0.0009073486435227096,0.0013995233457535505,0.0166015625,0.08352832496166229,0.9984986186027527,524288
model.layers.11.self_attn.o_proj.weight,8,False,0.0007129800505936146,0.0011239128652960062,0.01513671875,0.08417433500289917,0.9986428618431091,2097152
model.layers.11.self_attn.q_norm.weight,8,False,0.05921173095703125,0.06942302733659744,0.1328125,0.09280090034008026,0.998134970664978,256
model.layers.11.self_attn.k_norm.weight,8,False,0.058452606201171875,0.07046885788440704,0.2265625,0.09056191146373749,0.9979906678199768,256
model.layers.11.mlp.gate_proj.weight,8,False,0.0006708274013362825,0.001057540182955563,0.0263671875,0.08403327316045761,0.998914897441864,3670016
model.layers.11.mlp.up_proj.weight,8,False,0.0005392543971538544,0.000814544502645731,0.0146484375,0.0843467116355896,0.9989568591117859,3670016
model.layers.11.mlp.down_proj.weight,8,False,0.0005075348890386522,0.0007825145730748773,0.0166015625,0.08472559601068497,0.9988487958908081,3670016
model.layers.11.input_layernorm.weight,8,False,0.01784033700823784,0.02374720573425293,0.10546875,0.07959868013858795,0.9984809160232544,1024
model.layers.11.post_attention_layernorm.weight,8,False,0.013691362924873829,0.017183005809783936,0.060546875,0.08277101814746857,0.9985864758491516,1024
model.layers.12.linear_attn.dt_bias,8,False,0.32275390625,0.4270203113555908,0.96875,0.10267341136932373,0.9977616667747498,16
model.layers.12.linear_attn.A_log,8,False,0.06729698181152344,0.09801030158996582,0.265625,0.0501253567636013,0.9992292523384094,16
model.layers.12.linear_attn.conv1d.weight,8,False,0.0038369186222553253,0.009847349487245083,0.21875,0.08522260934114456,0.9985535740852356,24576
model.layers.12.linear_attn.norm.weight,8,False,0.05542755126953125,0.06725409626960754,0.140625,0.05664879083633423,0.999142587184906,128
model.layers.12.linear_attn.out_proj.weight,8,False,0.0006852031801827252,0.0010809308150783181,0.0302734375,0.08424127846956253,0.9986522197723389,2097152
model.layers.12.linear_attn.in_proj_qkv.weight,8,False,0.0011133098741993308,0.0017785390373319387,0.0302734375,0.08337750285863876,0.9992877840995789,6291456
model.layers.12.linear_attn.in_proj_z.weight,8,False,0.0009093547123484313,0.0014473360497504473,0.0302734375,0.0836259052157402,0.9986419081687927,2097152
model.layers.12.linear_attn.in_proj_b.weight,8,False,0.0009919205913320184,0.001537415781058371,0.0146484375,0.08352036029100418,0.9984989166259766,16384
model.layers.12.linear_attn.in_proj_a.weight,8,False,0.0016513240989297628,0.0025746163446456194,0.0224609375,0.08252323418855667,0.9984484910964966,16384
model.layers.12.mlp.gate_proj.weight,8,False,0.0007244056323543191,0.0011577547993510962,0.0302734375,0.08388747274875641,0.9988746047019958,3670016
model.layers.12.mlp.up_proj.weight,8,False,0.0005270368419587612,0.000794985971879214,0.0126953125,0.08430720120668411,0.9989239573478699,3670016
model.layers.12.mlp.down_proj.weight,8,False,0.0004999893135391176,0.0007678320398554206,0.0146484375,0.08471784740686417,0.9988572001457214,3670016
model.layers.12.input_layernorm.weight,8,False,0.04401930049061775,0.05549471080303192,0.12109375,0.0862206220626831,0.9982030391693115,1024
model.layers.12.post_attention_layernorm.weight,8,False,0.013858314603567123,0.016775095835328102,0.05859375,0.081947922706604,0.9986038208007812,1024
model.layers.13.linear_attn.dt_bias,8,False,0.136383056640625,0.1669929474592209,0.34375,0.08453601598739624,0.9994621872901917,16
model.layers.13.linear_attn.A_log,8,False,0.1015625,0.12491604685783386,0.2421875,0.0781179815530777,0.9992305040359497,16
model.layers.13.linear_attn.conv1d.weight,8,False,0.0030349039006978273,0.007833216339349747,0.12109375,0.08459962159395218,0.9984843134880066,24576
model.layers.13.linear_attn.norm.weight,8,False,0.062774658203125,0.07141757756471634,0.150390625,0.06047142297029495,0.9994133114814758,128
model.layers.13.linear_attn.out_proj.weight,8,False,0.0007144446717575192,0.001115934457629919,0.029296875,0.08409278094768524,0.9986556768417358,2097152
model.layers.13.linear_attn.in_proj_qkv.weight,8,False,0.0010596527718007565,0.0016815251437947154,0.0302734375,0.08338835835456848,0.9993391633033752,6291456
model.layers.13.linear_attn.in_proj_z.weight,8,False,0.0008942647255025804,0.001394605147652328,0.025390625,0.08354075253009796,0.9986572265625,2097152
model.layers.13.linear_attn.in_proj_b.weight,8,False,0.000988792278803885,0.001539141172543168,0.01513671875,0.08403041213750839,0.9984973669052124,16384
model.layers.13.linear_attn.in_proj_a.weight,8,False,0.0013824868947267532,0.0021303673274815083,0.0166015625,0.08181994408369064,0.9985127449035645,16384
model.layers.13.mlp.gate_proj.weight,8,False,0.0007479743799194694,0.0011990922503173351,0.0302734375,0.08381842076778412,0.9988359808921814,3670016
model.layers.13.mlp.up_proj.weight,8,False,0.0005317440372891724,0.0008014051709324121,0.01513671875,0.08430687338113785,0.9989268779754639,3670016
model.layers.13.mlp.down_proj.weight,8,False,0.0005040221149101853,0.0007735859835520387,0.015625,0.08461950719356537,0.9988598227500916,3670016
model.layers.13.input_layernorm.weight,8,False,0.03832285851240158,0.04778939485549927,0.12109375,0.08568675816059113,0.9984735250473022,1024
model.layers.13.post_attention_layernorm.weight,8,False,0.013656124472618103,0.016681842505931854,0.056640625,0.08185376226902008,0.9985957741737366,1024
model.layers.14.linear_attn.dt_bias,8,False,0.228515625,0.31328636407852173,0.8125,0.08660031110048294,0.9987695217132568,16
model.layers.14.linear_attn.A_log,8,False,0.1043701171875,0.14296971261501312,0.390625,0.08060982078313828,0.9977495074272156,16
model.layers.14.linear_attn.conv1d.weight,8,False,0.003184219589456916,0.008248291909694672,0.11328125,0.0855155810713768,0.9985067248344421,24576
model.layers.14.linear_attn.norm.weight,8,False,0.055995941162109375,0.0656735897064209,0.126953125,0.05529071018099785,0.9993666410446167,128
model.layers.14.linear_attn.out_proj.weight,8,False,0.0007149255834519863,0.00112967099994421,0.01953125,0.08423443138599396,0.9986634850502014,2097152
model.layers.14.linear_attn.in_proj_qkv.weight,8,False,0.0010583916446194053,0.001696586376056075,0.056640625,0.08343745023012161,0.9994043707847595,6291456
model.layers.14.linear_attn.in_proj_z.weight,8,False,0.000938942190259695,0.001492935698479414,0.0302734375,0.0835854634642601,0.9986414313316345,2097152
model.layers.14.linear_attn.in_proj_b.weight,8,False,0.0009621328208595514,0.0015136890579015017,0.0234375,0.08402932435274124,0.9984915256500244,16384
model.layers.14.linear_attn.in_proj_a.weight,8,False,0.001389769371598959,0.0021360863465815783,0.01953125,0.08226379007101059,0.9985299706459045,16384
model.layers.14.mlp.gate_proj.weight,8,False,0.0007858937606215477,0.0013199549866840243,0.0302734375,0.08398085087537766,0.9989604949951172,3670016
model.layers.14.mlp.up_proj.weight,8,False,0.0005345141980797052,0.0008130300557240844,0.01513671875,0.08432018011808395,0.99891597032547,3670016
model.layers.14.mlp.down_proj.weight,8,False,0.0004973614122718573,0.0007640418480150402,0.01513671875,0.08464479446411133,0.9988983273506165,3670016
model.layers.14.input_layernorm.weight,8,False,0.028958052396774292,0.035577986389398575,0.1171875,0.07508503645658493,0.9988388419151306,1024
model.layers.14.post_attention_layernorm.weight,8,False,0.015014886856079102,0.01761658862233162,0.041015625,0.08309145271778107,0.9986442923545837,1024
model.layers.15.self_attn.q_proj.weight,8,False,0.0009593392605893314,0.001513988128863275,0.0302734375,0.08354029059410095,0.9989933967590332,4194304
model.layers.15.self_attn.k_proj.weight,8,False,0.0006909390795044601,0.0011031923349946737,0.01513671875,0.08390498906373978,0.9985185265541077,524288
model.layers.15.self_attn.v_proj.weight,8,False,0.0009857772383838892,0.0016001733019948006,0.05078125,0.0835442766547203,0.9985001683235168,524288
model.layers.15.self_attn.o_proj.weight,8,False,0.0008568745106458664,0.0013349567307159305,0.015625,0.083765409886837,0.9986268281936646,2097152
model.layers.15.self_attn.q_norm.weight,8,False,0.0548553466796875,0.0653369277715683,0.12109375,0.08307045698165894,0.9985049962997437,256
model.layers.15.self_attn.k_norm.weight,8,False,0.054462432861328125,0.06561809033155441,0.1953125,0.08341605961322784,0.9984575510025024,256
model.layers.15.mlp.gate_proj.weight,8,False,0.0008508322644047439,0.0013718482805415988,0.0546875,0.08371229469776154,0.9989542365074158,3670016
model.layers.15.mlp.up_proj.weight,8,False,0.0005659648450091481,0.0008633674005977809,0.01513671875,0.08419795334339142,0.9989278316497803,3670016
model.layers.15.mlp.down_proj.weight,8,False,0.0005403789109550416,0.0008291941485367715,0.0263671875,0.08439435809850693,0.9988527297973633,3670016
model.layers.15.input_layernorm.weight,8,False,0.015051577240228653,0.01889391802251339,0.060546875,0.07296931743621826,0.9987784624099731,1024
model.layers.15.post_attention_layernorm.weight,8,False,0.01709464192390442,0.020650694146752357,0.060546875,0.06980382651090622,0.9988823533058167,1024
model.layers.16.linear_attn.dt_bias,8,False,0.181854248046875,0.25325635075569153,0.71875,0.07766249030828476,0.9989694356918335,16
model.layers.16.linear_attn.A_log,8,False,0.066162109375,0.09143775701522827,0.2109375,0.04769609868526459,0.9991819262504578,16
model.layers.16.linear_attn.conv1d.weight,8,False,0.0048546805046498775,0.012010100297629833,0.1484375,0.0854523777961731,0.9985685348510742,24576
model.layers.16.linear_attn.norm.weight,8,False,0.056671142578125,0.068572498857975,0.12451171875,0.06364676356315613,0.9989450573921204,128
model.layers.16.linear_attn.out_proj.weight,8,False,0.0006817855755798519,0.0010690332856029272,0.0283203125,0.08415468782186508,0.9986883401870728,2097152
model.layers.16.linear_attn.in_proj_qkv.weight,8,False,0.0012792121851816773,0.0020470572635531425,0.05078125,0.08324754238128662,0.9994127750396729,6291456
model.layers.16.linear_attn.in_proj_z.weight,8,False,0.0009561423794366419,0.0015304232947528362,0.0302734375,0.08360865712165833,0.9986316561698914,2097152
model.layers.16.linear_attn.in_proj_b.weight,8,False,0.0010292972438037395,0.0016467662062495947,0.02734375,0.08309131860733032,0.9985440969467163,16384
model.layers.16.linear_attn.in_proj_a.weight,8,False,0.001567479339428246,0.0024355670902878046,0.0234375,0.08321510255336761,0.9985424876213074,16384
model.layers.16.mlp.gate_proj.weight,8,False,0.000942025741096586,0.0014884464908391237,0.0302734375,0.08351795375347137,0.9989873170852661,3670016
model.layers.16.mlp.up_proj.weight,8,False,0.0005730045959353447,0.0008592982776463032,0.007568359375,0.08413655310869217,0.9989000558853149,3670016
model.layers.16.mlp.down_proj.weight,8,False,0.0005448401207104325,0.0008254462736658752,0.0205078125,0.08433046191930771,0.9988516569137573,3670016
model.layers.16.input_layernorm.weight,8,False,0.05963575839996338,0.06967387348413467,0.12109375,0.10456278175115585,0.9978845715522766,1024
model.layers.16.post_attention_layernorm.weight,8,False,0.029432885348796844,0.03479013592004776,0.060546875,0.09615679830312729,0.9980786442756653,1024
model.layers.17.linear_attn.dt_bias,8,False,0.26605224609375,0.3941265344619751,0.84375,0.0998641848564148,0.9984211325645447,16
model.layers.17.linear_attn.A_log,8,False,0.101318359375,0.1187758594751358,0.1953125,0.07563100010156631,0.9989005923271179,16
model.layers.17.linear_attn.conv1d.weight,8,False,0.006774937734007835,0.015064839273691177,0.12109375,0.0850093886256218,0.9985159039497375,24576
model.layers.17.linear_attn.norm.weight,8,False,0.06264877319335938,0.07275447994470596,0.1240234375,0.07767295837402344,0.9987926483154297,128
model.layers.17.linear_attn.out_proj.weight,8,False,0.0006535652210004628,0.0010314512765035033,0.029296875,0.0841868594288826,0.9986902475357056,2097152
model.layers.17.linear_attn.in_proj_qkv.weight,8,False,0.0013972605811432004,0.0021871619392186403,0.05859375,0.08314596116542816,0.9993884563446045,6291456
